bid_1,ask_1,bid_vol_1,ask_vol_1
30374.540118847362,30379.262650903056,4.852569025925625,3.2906231659202034
30950.714306409915,30952.02985520766,0.5601135073681501,3.142549980644313
30731.993941811405,30732.793175014554,3.395750379303119,1.8266372383873068
30598.658484197036,30602.49352711884,2.2743760745923987,4.223093010115323
30156.018640442435,30159.103769451744,4.353897046449776,2.4093071202510066
30155.994520336204,30160.282749831615,0.968033968292191,4.897614196274257
30058.0836121682,30059.212587863018,3.4938671659082066,3.207296477649111
30866.176145774934,30870.254848678305,4.20676491927574,0.7186972336660634
30601.115011743208,30602.522334683425,4.728609675422714,3.413270054169627
30708.072577796047,30709.30902953894,3.4479153386192647,1.6930096756153252
30020.584494295803,30021.823690386493,2.536156343641294,3.4630032637618777
30969.909852161993,30974.075438403033,3.1274514769859483,0.4412416259957882
30832.442640800422,30835.936028293556,4.357634423945719,0.956919042162201
30212.339110678276,30215.192905089738,2.8959877585302656,4.293112568638353
30181.8249672071,30183.939704385655,0.24889659251450064,1.2131798294152232
30183.404509853433,30187.851912287093,4.6616486079841915,4.201501513690406
30304.24224295954,30306.50824594294,3.47868108005465,1.4684528334266114
30524.75643163224,30528.93112910986,3.4149155903085084,3.2501213592876677
30431.945018642116,30434.42112573068,1.1568082467488143,3.5013378101981725
30291.22914019804,30293.42539013045,3.328538804140021,2.6120082904107598
30611.85289472238,30614.434953757893,2.029935587705377,1.5960223158139835
30139.49386065204,30141.35006108578,3.2910415875033117,1.141957444218371
30292.144648535217,30296.00889074601,0.6223058485091546,0.26262783735588846
30366.361843293693,30369.12408504911,3.323441992554877,1.589337366079547
30456.069984217036,30457.614941345197,4.997127256276266,3.300497673603287
30785.175961393015,30789.72404697275,0.33623899041672456,4.6976936103975655
30199.67378215836,30201.90129265454,4.888153502684455,4.3689019630889545
30514.234438413612,30517.180426288625,2.093849007542066,3.853717405022983
30592.41456886204,30596.993693361383,4.366691906652569,3.963391981941164
30046.450412719998,30049.75948370161,3.9336888718855403,3.358426027032377
30607.54485190144,30608.570893084627,2.8783796788346727,1.375405602073415
30170.52412368729,30175.25336824355,3.7184011253315004,4.545255650458566
30065.05159298528,30068.376279224103,4.404726250376605,3.386588328338587
30948.885537253333,30950.89261251929,2.0802875760900617,2.846159091804156
30965.63203307456,30966.758757401545,1.7024624916598698,0.6438483991460573
30808.39734811646,30812.470461468176,3.3712075892615654,2.290572164651485
30304.61376917337,30307.90409657505,4.058445115512167,2.355755528889439
30097.672114006386,30100.572688920278,3.8351971604054174,4.336361686661083
30684.233026512156,30688.755543135885,4.009286879407309,2.7785762789201636
30440.152493739603,30444.201181190114,2.234358242583372,1.9639626899550076
30122.03823484478,30123.220771803575,4.107387659257606,4.886321609702231
30495.17691011127,30497.07965941635,0.6890243713159814,0.6425309072989468
30034.38852111522,30036.006722244383,2.767996580008163,2.1704872987285286
30909.32040207878,30913.16816039536,0.1282174364407957,0.30592090833988594
30258.779981600015,30259.430877556326,1.6904705665113247,3.725530191757959
30662.52228435398,30665.586787935903,1.8956615208698497,4.598575105775838
30311.71107608941,30315.642140175245,2.0412461888853515,1.4721829147973984
30520.06802117781,30524.513466543238,3.507789312780325,4.305874216315693
30546.71027934328,30548.7496472125,2.003934696224694,1.5318693292632992
30184.85445552553,30189.05011339655,2.2985987508504007,4.562773792055185
30969.584627764558,30970.582470580855,1.2639662412842048,3.7944133276242415
30775.132823361113,30779.44185867392,1.9289337789837666,4.04404320652305
30939.49894156419,30940.572640544684,1.2136211735894424,0.18823212244222706
30894.827350427648,30897.11514323517,0.45866002646537385,4.817770749662727
30597.899978811085,30601.98780795709,3.056898107568752,3.6606878611445843
30921.87423502312,30923.048863446187,3.37424271291958,1.5932803673920535
30088.49250205192,30090.024133330466,3.1355026954471112,4.16403385780835
30195.982862419147,30199.732998976917,2.3711208146228047,1.479453872233157
30045.227288910537,30048.967453324993,1.9609503228782263,4.376493813874027
30325.330330763263,30328.715495111246,4.330334882901943,0.6516439130184913
30388.677289689484,30392.300057689587,2.6435007471674687,3.5480612895578996
30271.349031773894,30274.291291768957,2.447991200385682,2.7494225355600608
30828.737509151928,30830.37060491701,0.2256461224515349,0.57301890395766
30356.75332669359,30358.80895866436,1.7721143553681664,1.285279758468311
30280.93450968738,30282.251699412987,1.9629585320507,0.16077977775884247
30542.696083158247,30547.28411068425,2.0542316263948126,2.396963030776079
30140.924224974762,30144.04948805121,2.9428446092139287,1.576199777724002
30802.19698075404,30804.500812129478,2.7146524789617046,3.0319516730590186
30074.55064367977,30077.12966979617,3.078734954687879,1.5564652577722244
30986.886936600516,30991.64971162877,3.847927981556429,1.5696036463842251
30772.244769296656,30773.43485061068,4.083630119708858,3.741646673784857
30198.715681534173,30201.85371577825,3.618803073509823,0.3358998962939319
30005.5221171236,30008.29861617858,4.78206611017918,4.524185476440738
30815.461428454833,30818.712972514288,0.189339655114172,4.276092984516789
30706.857343847616,30707.43883967481,1.059312129849376,3.3722429478093923
30729.007168040986,30733.431725631235,0.1370580873928964,3.0067856935261834
30771.270346685946,30775.964878957122,3.272626099357555,4.4722822408842955
30074.04465173409,30077.08775106024,4.500349689854936,1.0081178796907009
30358.465728544274,30362.100657251718,1.2930632532238666,0.4869488947350602
30115.86905952513,30120.520306740425,4.642469269501903,1.2735998325567368
30863.103425875594,30866.785999730004,0.39531021241884823,3.9934335656309328
30623.298126827558,30624.484552520673,4.67873653134702,0.2698843069597683
30330.89802485265,30333.9913224734,1.822951167474209,2.9557534919090993
30063.558350286025,30066.788567994747,0.596962059401161,4.977643829337419
30310.982321715663,30313.390909736525,2.480771620012996,4.292910859803943
30325.183322026747,30328.99732108706,1.358205181830489,2.6550838763135887
30729.606178338065,30734.310829904523,1.495877219613422,0.4118404555045475
30637.557471355212,30642.222529663293,1.6057208281388045,4.173730220489978
30887.212742576325,30889.741519747644,4.034826899380051,3.034994690068332
30472.21492516195,30473.22449636823,2.7418902557087472,0.6631716855918774
30119.5942459383,30124.52603133363,1.6254077258644182,0.5599006956344454
30713.244787222997,30717.519828612003,3.0906355382235002,4.557171415239303
30760.785048616897,30761.84603068231,3.6091383036936486,3.3790812883965846
30561.277197569496,30565.920986041274,1.4358576035943156,4.163505316652102
